text	label
Übrigens spiegelt das finstere und bedrohliche Coverbild mal wieder falsche Tatsachen wieder, denn so übel zugerichtet ist die kleine Sally kein einziges Mal.	NEGATIVE
Obwohl ich die Comics nicht kenne, würde ich mich mittlerweile zumindest als Realverfilmungsfan betrachten, bin aber dennoch der Meinung, dass es bei zwei Teilen bleiben dürfte, da die Geschichte in meinen Augen auserzählt ist, doch sollte es für den Regisseur wirklich möglich sein, noch einmal etwas völlig erfrischendes auf die Beine zu stellen, lasse ich mich gerne vom Gegenteil überzeugen.	NEGATIVE
Schade nur, dass an manchen Stellen das Tempo nicht stimmt.	NEGATIVE
Viele bekannte Gesichter, aber kaum witzige Einfälle: Ohne Gnade ist ein Beispiel dafür, dass sich deutsche Filmemacher abseits von Tragikomödien äußerst schwer mit der Komik tun.	NEGATIVE
Im großen und ganzen ein Film ohne viel Aufwand, ohne bemerkenswerte Effekte, mangelndem schauspielerischem Talent und dem typischen Charakter eines C-Movies.	NEGATIVE
Wer bei mindestens zwei dieser Kriterien ein Zucken in den Finger verspürt, sollte dringendst die Finger von diesem Werk lassen.	NEGATIVE
Wer bislang mit Zombiefilmen nichts anfangen konnte, dürfte auch hiermit nicht eines Besseren belehrt werden.	NEGATIVE
Zero Dark Thirty verknüpft fiktive mit wahren Elementen zu einem unangenehmen Porträt ohne strahlende Helden über die Jagd nach Osama bin Laden.	NEGATIVE
Gerade die Folterszenen sind intensiv und verstörend, zumal sich Regisseurin Kathryn Bigelow jeglicher Wertung enthält.	NEGATIVE
Leider habe ich den Roman nicht gelesen, doch ich bin mir sicher, dass die vollständige Geschichte besser in Textform hätte bleiben sollen, zumindest wenn dieser Film das bestmögliche Ergebnis dabei ist.	NEGATIVE
109 Minuten ohne spritzige Unterhaltung, aber viel Wirr Warr.	NEGATIVE
Das Einzige was es wirklich schafft beim Zuschauer anzukommen ist die Musik.	NEGATIVE
Emotionen, Leidenschaft oder Mühe seitens der Darsteller verenden bereits vor der Kamera und erreichen den Betrachter nur selten, wie einen unerwarteten, flüchtigen Streifschuss aus der Miniversion eines Open Top Colts.	NEGATIVE
Die zweite Hälfte macht es allerdings schwierig, sich den Film ein weiteres Mal anzuschauen und es empfiehlt sich die DVD nur zu kaufen, wenn es diese auch zum halben Preis gibt.	NEGATIVE
Beim nächsten Mal stoppe ich dann einfach nach der Hälfte!	NEGATIVE
Maue Kämpfe und wenig Handlung bilden nicht unbedingt die besten Voraussetzungen für einen historischen Kriegsfilm.	NEGATIVE
Das ist wie immer sehr authentisch, aber deutlich versöhnlicher und leider auch etwas beliebig.	NEGATIVE
Das große Drama findet nicht statt, auch Handlung gibt es wenig, vielmehr stehen die unspektakulären Situationen aus dem Alltag im Vordergrund.	NEGATIVE
Doch die will sich nicht so recht einstellen, dafür gibt die Geschichte einfach nicht genug her.	NEGATIVE
Und auch bei den surrealen Stellen hätte man noch deutlich weitergehen dürfen.	NEGATIVE
Das einzig wirklich Gute an dem Film ist der rockige Soundtrack, den man häufig zu hören bekommt und welcher sehr eingängig ist.	NEGATIVE
Der Rest ist schlichtweg negativ und mein Gesamtempfinden: Gelangweilt!	NEGATIVE
Der Preis des Todes versucht irgendwie beides zu sein, kann aber dadurch nicht wirklich in die Tiefe gehen.	NEGATIVE
Die Produktionskosten in Höhe von 8 Millionen Dollar hätte man besser für sinnvollere Dinge ausgegeben, wie Freibier, Vergnügungsparks oder Schauspielunterricht für die Darsteller.	NEGATIVE
Empfehlenswert ist der Streifen leider nicht.	NEGATIVE
Für eine Satire nicht witzig genug, für wirklichen Horror fehlt die Spannung: Zombex - Walking of the Dead hat zwar eine Rahmenhandlung mit Potenzial, weiß aber nichts damit anzufangen.	NEGATIVE
Das macht den mäßigen Zombiefilm trotz semi-prominenter Namen zu austauschbar und langweilig.	NEGATIVE
Leider sind die späteren Wendungen aber so missglückt, dass sie den Film wieder nach unten ziehen.	NEGATIVE
Wenn sich jedoch am Ende die Spannung in einem übertriebenen Rachethriller entlädt, wird diese komplett und unnötig über Bord geworfen.	NEGATIVE
Und auch die Actionszenen sind weniger gelungen als im Kultvorgänger.	NEGATIVE
Wem aber mehr an Spannung und unerwarteten Wendungen gelegen ist, darf hier nicht zu viel erwarten.	NEGATIVE
Wer auf Filme steht, die hauptsächlich mit Imagination zu Recht kommen wollen, wird hier ein wenig Freude haben.	NEGATIVE
Für Action - oder Horrorliebhaber wohl eher eine Kaugummiaffäre.	NEGATIVE
Nicht gesehen, nichts verpasst.	NEGATIVE
Denn im Inneren befindet sich nicht mehr als eine völlig sinnfreie Schafschlacht.	NEGATIVE
Schade um die Zeit und das massenweise verschwendete Kunstblut.	NEGATIVE
Leider bleibt der Thriller aber hinter seinen Möglichkeiten zurück und wird nie so spannend, wie man es gerne hätte.	NEGATIVE
Ein japanischer Splatterfilm mit viel Blut und Sinnlosigkeiten, auf keinen Fall für den normalen Horrorfan ohne geistige Blessuren zu verkraften.	NEGATIVE
Minuspunkte gibt es aber für die langweiligen Figuren und die zu kurzen Kämpfe.	NEGATIVE
Fear Island ist ein typischer Teenie-Horror-Thriller, in dem es darum geht alle zu töten und das mit mehr oder weniger banalem Grund.	NEGATIVE
Zum Ende hin wird es aber arg albern, was den indonesischen Horrorfilm wieder nach unten zieht.	NEGATIVE
Insgesamt dadurch leider nur Durchschnitt.	NEGATIVE
Nein, wirklich Neues bietet Gangsters, Guns & Zombies nicht.	NEGATIVE
Dafür ist die Zombiekomödie um eine Gangsterbande sympathisch und hat einige witzige Einfälle auf Lager, wenn auch nicht genug, um wirklich mit den Genregrößen mitzuhalten.	NEGATIVE
Nach dem ersten Sichten ganz interessant, beim zweiten Mal eher einer der Filme, die vorzeitig abgeschaltet werden.	NEGATIVE
Wer glaubt etwas zu verpassen, schaut man sich Taken 2 nicht an, irrt man gewaltig, denn der erste Part funktioniert perfekt alleine.	NEGATIVE
Leider stimmt das Tempo in der ersten Hälfte nicht ganz, auch die Geschichte hat Mängel.	NEGATIVE
Insgesamt ein schwacher Film, der einmalig aber doch ganz gut unterhalten kann.	NEGATIVE
Ich als alter Metalfan hätte mir wesentlich mehr erhofft.	NEGATIVE
Zuschauern, die eine spritzige Komödie erhoffen, kann ich von vornherein abraten einen Blick zu riskieren.	NEGATIVE
Die ersten Minuten klingen wie eine lächerliche These.	NEGATIVE
Kontra ist die typische, überlagerte Interviewübersetzung: Englisch-Deutsch.	NEGATIVE
Das ist im Ansatz interessant, bleibt aber ohne Erkenntnisgewinn und dürfte für die meisten Zuschauer auch zu langweilig sein.	NEGATIVE
Lange mussten wir hierzulande auf das Abenteuer von Brendan warten.	NEGATIVE
In den USA immerhin für einen Oscar als bester Animationsfilm nominiert, lief der Film in Deutschland nicht einmal im Kino - als europäische Co-Produktion, wohlgemerkt.	NEGATIVE
Selbst bei der DVD dauerte es über drei Jahre, bis sie es mal in unsere Regale schaffte.	NEGATIVE
Lässiger Snipes in neuem Gewand, aber schlechtem Ensemble und zu viel unausgeschöpftes Potenzial.	NEGATIVE
So habe ich mir die Welt vorgestellt, verwüstet, trostlos, farblos, leer.	NEGATIVE
Das ganze hätte jedoch etwas brutaler und blutiger ausfallen dürfen, um den Grundlagen Tribut zu zollen, sowie die Gnadenlosigkeit dieser zerstörten Welt und der emotionslosen Killermaschinen dem Zuschauer aufs Auge zu drücken.	NEGATIVE
5 Sterne vergebe ich und eigentlich waren es schon 6, bis dann das traurig nervige Hollywood Happy-End aufflimmerte.	NEGATIVE
Zwangsläufig zugespitzt konzentriert sich der formal ungewöhnliche Film vor allem auf die absurden Aspekte, die ernsten Hintergründe werden nur vereinzelt erwähnt.	NEGATIVE
Zum Ende wird es genretypisch etwas kitschig und man hätte ruhig noch mehr Zeitgeschichtliches einbauen können.	NEGATIVE
Gegen Ende lässt der 102 minütige Film immer mehr nach und versucht sich in sein vorhersehbares Finale zu retten.	NEGATIVE
Eine tiefsinnige Handlung, komplexe Charaktere oder ausgefeilte Kampfchoreografien sucht man bei Tai Chi Zero vergebens.	NEGATIVE
Anderthalb Stunden, bei der ein geschmackloser Witz den nächsten jagt, verpackt in komplett verrückte Geschichten ohne jeglichen Zusammenhang - Movie 43 ist sicher kein Film wie jeder anderer.	NEGATIVE
Als hätte man sich einen Abend lang wahllos durch obskure YouTube-Videos geklickt.	NEGATIVE
Doch auch dann schwebt noch immer die Frage im Raum, was will uns dieser Film bloß mitteilen?	NEGATIVE
Zum Schluss wollen die Ideen aber nicht recht zünden, was den Film wieder auf Durchschnittsniveau hinunterzieht.	NEGATIVE
Nach seinen früheren skurril-komischen Serien, zeigt Bryan Fuller hier seine bizarr-verstörende Seite.	NEGATIVE
Hannibal leidet etwas darunter, dass zu viele Ideen hineingepackt wurden, ohne sie auszuarbeiten.	NEGATIVE
Was mir selbst schwer auf die Nerven geht, ist die ständige Suche nach dem ach so heiligen Gras.	NEGATIVE
Man hätte diese Nichtigkeit auch weglassen können, da es, und das ist auch gut so, keine Szenen gibt, in denen die Droge Hauptdarsteller ist, oder den Film bedeutend trägt.	NEGATIVE
Eine Einbrecherkomödie mit Science-Fiction-Elementen, verbunden mit einem Drama übers Altwerden, Einsamkeit und Alzheimer - das hört sich an, als hätte sich da jemand nicht entscheiden können, was er eigentlich drehen will.	NEGATIVE
Ein Martial-Arts-Kampffest ist das episodenhafte und melancholische The Grandmaster sicher nicht und auch keine wirkliche Biografie von Bruce-Lee-Lehrer Ip Man.	NEGATIVE
Manche mögen das als selbstverliebt und zu konstruiert empfinden.	NEGATIVE
Alles in Allem kann man sagen, dass Fans von Depps Johnny The Rum Diary lieber im Originalton anschauen und sich vor dem Kauf, der überflüssigen BluRay Version erst einmal den Film ausleihen sollten.	NEGATIVE
Bei dieser Larifari Geschichte reicht der Gesamteindruck leider nur für die untere Mittelklasse, in welche ohne den Hauptdarsteller, sowie seinen talentierten Begleiter Michael Rispoli (Kick-Ass) kein Platz gewesen wäre.	NEGATIVE
Etwas zäh wird Outrage sich für die actionverwöhnten Hollywood-Fans hinziehen und die Erwartung an die nächste gewaltgeprägte Szene wird somit vermutlich steigen.	NEGATIVE
Allerdings sind die vielen kleinen Spitzfindigkeiten und sarkastischen Dialoge in ihrer seltsamer Länge, langwierig aber nicht quälend, häufig doch unterhaltsamer als befürchtet.	NEGATIVE
In meinen Augen verstrichen die rund 100 Minuten Ausflug, in die dunkelsten Abgründe der Menschheit, fast zu schnell.	NEGATIVE
Ein routinierter Thriller mit erstaunlich wenig Action dafür aber vielen bekannten Gesichtern.	NEGATIVE
Subtil ist der Film mit Sicherheit nicht, dafür neigt er doch zu sehr zu Pathos und Wiederholungen.	NEGATIVE
Fünf Jugendliche, die ein Wochenende in einer abgelegenen Hütte verbringen und dort nach und nach abgeschlachtet werden - nein, sonderlich originell ist das nicht.	NEGATIVE
Umgekehrt bedeutet das aber auch, dass trotz der guten Absichten und der schönen Optik auch der vierte Versuch eher keine neuen Fans gewinnen wird.	NEGATIVE
Einziger Nachteil: Für manche mag die Hauptfigur zu sonderbar und damit unnahbar sein, um wirklich mitfühlen zu können.	NEGATIVE
Der Film hat seinen eigenen speziellen Humor, der nicht für jeden zu verkraften sein wird.	NEGATIVE
Eine Gruppe von Werhyänen macht in den Bergen Jagd auf Menschen.	NEGATIVE
Hört sich nach B-Movie an, ist es auch.	NEGATIVE
Nur die Special Effects sind erschreckend schlecht geworden.	NEGATIVE
Reines Genießen ist hier nicht erwünscht und schlicht unmöglich.	NEGATIVE
In fünf alltäglich-absurden Episoden bekommen hier vor allem die männlichen Protagonisten ihr Fett weg.	NEGATIVE
Nein, eine wirkliche Auseinandersetzung mit den Theorien der RAF ist Das Wochenende nicht.	NEGATIVE
Dafür aber ein intensives Familiendrama über Schuld und alte Verletzungen, das durch seine starken Schauspieler an Kontur und Spannung gewinnt.	NEGATIVE
Im Vergleich dazu fallen die tragischen Elemente etwas ab.	NEGATIVE
Die beiden Hauptdarsteller sind ganz locker, aber auch hier stört wieder die ungleiche Synchronisation.	NEGATIVE
Hat man dieses Kriterium überwunden, kämpft man immer noch mit der Sinnfrage nach dem Film und versucht sich zweifelnd mit den regelmäßig verstreuten, oftmals sehr flachen, Witzen und Pointen bei Laune zu halten.	NEGATIVE
Ich kann die anderweitige, relativ gute Kritik dieses Films nur darauf zurückführen, dass die Zuschauer im nun vergangenen, schwachen Komödienkinojahr, ihren Anspruch beiseite gelegt haben.	NEGATIVE
Der Film war ganz unterhaltsam, gegen Ende etwas langwierig, darstellerisch hätte ich mir bei dieser Besetzung mehr erwartet, denn zumindest schon einmal optisch ist diese absolut passend gewählt, aber praktisch ein wenig ausdruckslos.	NEGATIVE
Wie so oft, sollte man die Geschichte dahinter aber nicht sonderlich ernstnehmen, die dient nur als Mittel zum Zweck.	NEGATIVE
Dazu wirkt der Streifen zu platt, zu seltsam und viel zu Neuzeitig.	NEGATIVE
Aber ein hohes Maß an Blut, Gewalt und Mystery ist vorhanden und wer sich das gerne antun mag und auf eine schlüssige und auch geschlossene Story verzichten kann ist mit der DVD gut beraten.	NEGATIVE
Das sorgt vor allem zu Beginn für interessante Szenen, der mangelnde Einfallsreichtum, die unpassenden Originalaufnahmen und die schlechten Computereffekte machen davon aber wieder einiges zunichte.	NEGATIVE
Wertung: 5 von 10	NEGATIVE
Erfahrene Krimifans werden sich aber eventuell mehr Verwicklungen wünschen.	NEGATIVE
Vampire und Romantik - nein Danke.	NEGATIVE
Irgendwas Interessantes wird schon dabei sein.	NEGATIVE
Aber ein zweites Mal - eher nicht.	NEGATIVE
Lediglich die Story, sowie die Machart könnten dem Hollywoodverwöhnten auf den Magen schlagen und für akute Langeweile oder Verzweiflung sorgen.	NEGATIVE
Sehr durchschnittlich kommt Henry & Julie daher und wäre ohne seine teilweise interessanten, oder zumindest sehr bekannten Schauspieler eine Nullnummer in punkto Stimmung geworden.	NEGATIVE
Zu wenig Humor und mangelnder Charme führen zu einer langen Durststrecke.	NEGATIVE
Enttäuschend ist nur das zu konstruierte und kitschige Ende.	NEGATIVE
Die Gewaltszenen sind teilweise nichts für zarte Gemüter.	NEGATIVE
Schatten gibt es in dem Krimidrama tatsächlich mehr als genug, sowohl in Form düsterer, sehr stimmungsvoller Bilder aber auch in qualitativer Hinsicht: Schatten & Lügen enthält kaum Dialoge und noch weniger Handlung.	NEGATIVE
Die meisten Zuschauer werden deshalb trotz der gelungenen Atmosphäre nicht die Geduld aufbringen können, sich den gesamten Film anzuschauen.	NEGATIVE
Mit diesem Film konnte ich absolut nichts anfangen.	NEGATIVE
Die Story ist weder fesselnd, noch besonders imposant inszeniert.	NEGATIVE
Die Darsteller wirken wie preiswerte Nachwuchstalente und die Special Effects sind leider unbedeutend.	NEGATIVE
Selten so gelangweilt.	NEGATIVE
Inhaltlich ist man jedoch weniger einfallsreich, gerade das Ende ist enttäuschend.	NEGATIVE
Nein, originell ist das nicht, aber vom Veteranen Eduardo Sanchez insgesamt solide umgesetzt.	NEGATIVE
Ein bisschen mehr Biss und Eigenständigkeit hätte man sich da schon gewünscht.	NEGATIVE
Auf Dauer geht das Konzept nicht ganz auf, dafür fehlt dann doch der rote Faden.	NEGATIVE
Was Anderes kann Sandler nicht spielen und selbst wenn, würde man stets den naiven Proll im Hinterkopf haben.	NEGATIVE
Den möglichen Weg in die Seriosität hat er sich schon lange verbaut, wird ihn aber kaum vermissen.	NEGATIVE
Hin und wieder wäre es aber vielleicht besser gewesen, doch mehr über das Innenleben des Auftragskillers zu verraten.	NEGATIVE
Denn so ist es manchmal etwas schwierig, beim Gangsterfilm wirklich mitzufiebern.	NEGATIVE
Ob man sich die BluRay Version des Films anschauen muss ist fraglich, da die Bildqualität ohnehin überwiegend auf alt getrimmt und somit auf Glanz und Glorie verzichtet worden ist.	NEGATIVE
Insgesamt 2 Punkte ziehe ich allerdings für den geringen Wiederberachtungswert ab.	NEGATIVE
Allgemeine Antworten auf eigene Sinnfragen bietet der Filme jedoch keine, will es aber auch nicht.	NEGATIVE
Die hohen Erwartungen an Studio Ghibli und den berühmten Namen kann Die Chroniken von Erdsee nicht erfüllen, was vor allem an der zusammenhangslosen Geschichte liegt.	NEGATIVE
Fans werden bestimmt nochmals ein Auge zudrücken, Geld für eine Kinokarte locker machen würde ich aber nicht nochmals.	NEGATIVE
Auf der Handlungsseite ist man hingegen weniger einfallsreich, eine wirkliche Auflösung zum Schluss gibt es nicht.	NEGATIVE
Der langsame Beginn und die fehlenden Hintergrundgeschichten können frustrieren, hin und wieder wirkt einiges auch zu geschönt.	NEGATIVE
Nun, nach Teil 1 haben sich weder Spielregeln noch die Tathergänge geändert, wenn bei manchen Scream einen Kultstatus besitzt, kann ich das noch nachvollziehen, doch ab Part zwei sollte die Euphorie auch bei denjenigen stark bergab gehen.	NEGATIVE
Vielleicht sollte man aber nicht so voreilig handeln, will man seine Sammlung unbedingt mit dieser Box erweitern, denn die Gefahr eines fünften Teils ist mehr als hoch.	NEGATIVE
Wem es vor allem auf Letzteres ankommt, für den wird das Sektendrama zu langatmig und schlicht zu lang sein.	NEGATIVE
Ich bin wirklich enttäuscht gewesen, da ich mich zuvor nicht darüber informiert hatte, was genau Willkommen im Süden sein soll und rechnete so mit einer Fortsetzung des Lachbusters.	NEGATIVE
Leider stellte sich recht schnell heraus, dass hier ein Remake versucht wurde, was mir sowohl von der zeitlichen Nähe der beiden Produktionen, wie auch von der eigenen Machart viele Fragen aufwirft und ich unter anderem selbige, nach der Sinnhaftigkeit und Notwendigkeit, nicht beantworten kann.	NEGATIVE
Puristen werden sich aber an den vielen komischen Szenen stören, die dem japanischen Streifen fast schon etwas Slapstickhaftes geben.	NEGATIVE
Als einsamer Film ohne DMSG Vorbildung der vergangenen Teile, ein schwacher Ausflug in die Welt der Street-Comedy.	NEGATIVE
Dafür ist er dann doch zu langatmig und das Finale zu schwach.	NEGATIVE
Ein Film den es nicht unbedingt geben müsste, den man sich aber bestimmt immer mal wieder zur Brust nehmen wird, da er mit seinen 84 Minuten sehr kurzweilig und actiongeladen ist.	NEGATIVE
Ich finde, irgendwann ist einmal genug nachgedacht und der Schrei nach Handlung muss folgen!	NEGATIVE
Für Anhänger der heutigen actionreicheren Varianten dürfte die Romanverfilmung nicht spektakulär genug sein.	NEGATIVE
Wie so oft ist auch dieser deutsche Horrorbeitrag nicht wirklich rund.	NEGATIVE
Doch die werden in unglaubwürdigen Szenen und vor allem dem kruden Finale leider zunichte gemacht.	NEGATIVE
Eine Antwort darauf hat auch $ 9.99 nicht zu bieten.	NEGATIVE
Gute Musik, guter Johnny Depp, bescheidene Storyumsetzung, viele Schießereien und einige überflüssige Explosionen.	NEGATIVE
Leider der schlechteste Teil der Reihe, doch wenn man die ersten beiden Teile (`El Mariachi ', `Desperado ') schon gesehen hat und zufrieden war, schaut man sich den ungekrönten Abschluss ja automatisch an.	NEGATIVE
Das Ergebnis ist zwar alles andere als gut.	NEGATIVE
Zeitgemäßer in der Optik, ist die Neuauflage durchaus nett anzusehen aber durch die vielen neuen Charaktere etwas orientierungslos.	NEGATIVE
Leider geht das Konzept nicht wirklich auf, dafür sind die beiden Elemente nicht überzeugend genug ausgearbeitet und wirken zu konstruiert.	NEGATIVE
Filme übers Sterben sind oft entweder unsäglich kitschig oder richtig harte Brocken.	NEGATIVE
Marcus H. Rosenmüller tut bei Wer's glaubt, wird selig das, was er am besten kann: Er versammelt kauzige Charaktere eines bayerischen Dorfs, lässt sie eine haarsträubende Geschichte erleben und krönt das Ganze mit einem teils bösen teils platten Humor.	NEGATIVE
Ich hoffe dennoch, dass dies nur noch einmal ein Versuch der Wiederbelebung war und es Wes Craven dabei belassen wird.	NEGATIVE
Gefesselt hat mich der Film in der ersten Halbzeit überhaupt nicht.	NEGATIVE
Leider ist das Ende nicht annähernd so clever und beschränkt sich auf alberne Horrorkost.	NEGATIVE
Ein alter Film, mit dem Schwarzenegger bekannt geworden und ein weiterer bei dem man sich fragt, wieso er bloß Schauspieler geworden ist.	NEGATIVE
Nur solange er eine bewegungsarme Killermaschine mimt, ist die Welt noch in Ordnung.	NEGATIVE
Bei manch einem wird der Film mit Sicherheit als `Kultfilm ' gefeiert, bei mir nicht.	NEGATIVE
Lahm bewegt er sich oft schon überhalb der Grenze zum Langweiligen.	NEGATIVE
Da helfen auch tolle Landschaftsbilder oder hochtrabende Musik nicht weiter.	NEGATIVE
Ständig fiebert man dem nächsten Kampfgeschehen entgegen, welches dann aber immer wieder mit wenigen Schwerthieben, zugunsten unseres Barbaren endet und die nächste Dürreperiode einleitet.	NEGATIVE
Mehr als 1 Stern ist mir dieser barbarische Film nicht wert.	NEGATIVE
Genretypisch wird hier mit Pathos nicht gegeizt und sonderlich differenziert ist der Film bei seinen Darstellungen auch nicht.	NEGATIVE
Wer sich nicht überraschen lassen muss, um begeistert zu sein und sich mit mittelmäßiger, aber zuverlässiger Unterhaltung zufrieden gibt, ist mit Alarm für Cobra 11 absolut richtig beraten.	NEGATIVE
Für einen tristen Wochentag ohne sehenswertes Programm, eine akzeptable Lösung.	NEGATIVE
Ob man sich die DVD allerdings zulegen muss, um die ohnehin wenig abwechslungsreichen Folgen wieder und wieder zu sichten, ist fragwürdig.	NEGATIVE
Das ist die Art von Film, die man zu Recht, schlicht und einfach als, Spielfilm ' bezeichnen sollte, da sie keiner anderen Titulierung würdig sind.	NEGATIVE
Für den Titel, Komödie ' ist `Joe Jedermann ' leider zu, unkomisch '.	NEGATIVE
Einmal ansehen ist mehr als genug.	NEGATIVE
Gute Performance von Charlie Hunnam und Patrick Wilson in einem Thriller, der nur halb so lang hätte sein dürfen, um die Spannung nicht zu gefährden und den Zuschauer nicht zu verlieren.	NEGATIVE
2 Sterne für mäßige Unterhaltung.	NEGATIVE
Dennis Quaid nervt, Sigourney Weaver in einer zweitklassigen Nebenrolle, Forest Whitaker hatte auch schon bessere Tage und noch dazu aufgezwungene, lahme Action.	NEGATIVE
Absolut kein Muss.	NEGATIVE
Falls ihr diese Tatsache nicht verkraften könnt, Finger weg.	NEGATIVE
Eigenständig betrachtet ist Worng Turn 4 sicherlich einer der besseren Teile der Reihe, auch wenn es nach dem ersten recht spritzigen Part wieder hätte Schluss sein dürfen.	NEGATIVE
Eine wirkliche Handlung gibt es nicht, weshalb viele ihre Probleme mit dem Film haben werden.	NEGATIVE
Wer Filme vor allem um ihrer Geschichten willen anschaut, wird an dem assoziativen, episodenhaften Bildertrip verzweifeln.	NEGATIVE
Ganz geglückt ist die Mischung verschiedener Genres und Ebenen nicht, interessant ist das Spielfilmdebüt von Aron Lehmann aber auf alle Fälle.	NEGATIVE
Langjährige Fans werden jedoch vielleicht etwas das überraschende Element vermissen.	NEGATIVE
Leider kann ich dem Film außer einer hübschen Hauptdarstellerin nichts Positives abgewinnen.	NEGATIVE
Dafür ist die Geschichte ziemlich flach und trotz solider Schauspieler insgesamt nicht spannend genug.	NEGATIVE
Ein eigenständiger Klassiker ist On the Road - Unterwegs damit nicht geworden, dafür bleibt er über weite Strecken dann doch zu gefällig und auch irgendwo langweilig.	NEGATIVE
Reich, unmoralisch, skrupellos: Das Sippenporträt Taste of Money lässt an der Oberschichte Südkoreas kein gutes Haar.	NEGATIVE
Das ist dank der stylischen Bilder vor allem toll anzusehen, unterhaltsam aber insgesamt aufgrund des mangelnden Fokus etwas unbefriedigend.	NEGATIVE
Die Romanverfilmung Confession krankt unter anderem an einem lustlos spielenden Pete Doherty und einer zu häufigen Verwendung der Handkamera.	NEGATIVE
Auch inhaltlich ist vieles eher ziellos.	NEGATIVE
Es fehlt dem klassischen Fantasyabenteuer aber etwas das Besondere.	NEGATIVE
Zunächst spannender Home-Invasion-Thriller wandelt sich You're Next später zu einem reinen Fun-Slasher.	NEGATIVE
Reine Horrorfans könnten aber enttäuscht sein.	NEGATIVE
So ein Leben als Jugendlicher kann schon die Hölle auf Erden sein, vor allem, wenn auch noch eine unbestimmte sexuelle Orientierung hinzukommt.	NEGATIVE
Irgendwo zwischen Parodie und Hommage angesiedelt, bekommt das stetig wachsende Genre der Horrorkomödie mit You Can't Kill Stephen King (quasi -) prominenten Zuwachs, der aber leider weder sonderlich spannend noch wirklich witzig ist.	NEGATIVE
Da wäre mehr drin gewesen.	NEGATIVE
Auch knapp 50 Jahre später hat Die 27.	NEUTRAL
Enthoven bewegt sich stets auf dem richtigen Level, weder übertreibt er es mit den Späßen, noch stellt er die Behinderungen als Übel aller Dinge dar.	NEUTRAL
Spektakuläre Actionsequenzen?	NEUTRAL
Feuergefechte mit Aliens?	NEUTRAL
In dem Science-Fiction-Film stehen vielmehr die Schicksale von Menschen im Weltraum im Mittelpunkt.	NEUTRAL
Gefangen in den Erinnerungen eines Mörders?	NEUTRAL
Das ist eine interessante Abwandlung eines bekannten Themas und liefert den Grundstein für einen mal spannenden, mal bewegenden Science-Fiction-Thriller, der aber noch etwas tiefsinniger hätte sein dürfen.	NEUTRAL
Und wie es die Szenen auch verdient hätten.	NEUTRAL
In jeder Folge passiert etwas Neues, die Trucks werden schwerer und das Eis wird dünner.	NEUTRAL
Wer ist der richtige Mann für mich?	NEUTRAL
hinausläuft.	NEUTRAL
Ob Letzteres auch so geplant war, das wissen aber wohl nur die Dämonen selbst.	NEUTRAL
Wer bis jetzt Martial-Arts-Streifen nichts abgewinnen konnte, dürfte auch mit Blood Letter nicht vom Gegenteil überzeugt werden - dafür hält sich der Film an zu viele Konventionen.	NEUTRAL
Ansehen, gilt für alle Fans von: `The Rock ', Mainstream, Schlägereien.	NEUTRAL
Einmal ' ' anschauen sollte aber keinem schaden.	NEUTRAL
Wer Haunted House-Filme mag, wird sich entweder gut unterhalten fühlen oder von dem geringen Einfallsreichtum enttäuscht sein.	NEUTRAL
When The Lights Went Out ist seit 20. November auf Blu Ray und DVD erhältlich	NEUTRAL
Für alle, die Seltsamkeiten schnell als Unlogik abstempeln, ist dieser Streifen wohl eher ein rotes Tuch, es sei denn darunter befinden sich Liam Neeson Fans, denn diese können seine gewohnte Leichtfüßigkeit und ruhige Ausstrahlung auch hier wieder bewundern.	NEUTRAL
After.Life erscheint am 29. Juli auf Blu Ray und DVD	NEUTRAL
Wenn das Herzchen pocht, ist der Film das Richtige, sonst Finger weg!	NEUTRAL
Als ich das Cover der DVD und somit den schwer gealterten Michael Caine mit einem Revolver in der Hand betrachten durfte, war ich etwas skeptisch und nicht sicher ob er überhaupt noch jemanden treffen würde.	NEUTRAL
Cockneys Vs.	NEUTRAL
Zombies setzt auf bewährte Tugenden und etwas andere, Helden ': unflätig, teils selbst mit einem Bein im Grab und sehr sehr Englisch.	NEUTRAL
Felix the Cat ist eine sehr surreale Neuauflage des bekannten Zeichentrickkaters.	NEUTRAL
Nach Sextourismus und religiösem Fanatismus wendet sich Seidl diesmal einem weniger spektakulären Thema zu: Jugendliche in einem Diätcamp.	NEUTRAL
Manche Zuschauer könnten sich aber an der sehr ruhigen Erzählweise stören.	NEUTRAL
The Honor of Killing versucht durch das bekannte Spiel, Realität und Vorstellung verschwimmen zu lassen, Spannung zu erzeugen.	NEUTRAL
Es ist unglaublich wie viele Interpretationsmöglichkeiten mir eingefallen sind, um die best mögliche, persönliche Erklärung für diesen Film zu finden und dessen Ausgang als logisch zu akzeptieren.	NEUTRAL
Warum?	NEUTRAL
Weil der Film es zulässt!	NEUTRAL
Krimi?	NEUTRAL
Drama?	NEUTRAL
Wirklich spannend oder mitreißend ist er deshalb nicht, insgesamt aber zumindest in Ordnung.	NEUTRAL
Destination Death ist seit 7. Juli auf Blu Ray und DVD erhältlich	NEUTRAL
The Seasoning House nimmt die Kriegsverbrechen auf dem Balkan als Hintergrund für eine düstere Geschichte um mehrere Zwangsprostituierte.	NEUTRAL
